CentroCosto,ImagenURL,NombreArchivo
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250311-WA0011.jpg,IMG-20250311-WA0011.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250311-WA0012.jpg,IMG-20250311-WA0012.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250311-WA0013.jpg,IMG-20250311-WA0013.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250311-WA0014.jpg,IMG-20250311-WA0014.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250311-WA0015.jpg,IMG-20250311-WA0015.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250311-WA0016.jpg,IMG-20250311-WA0016.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250311-WA0017.jpg,IMG-20250311-WA0017.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250311-WA0018.jpg,IMG-20250311-WA0018.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250311-WA0019.jpg,IMG-20250311-WA0019.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250311-WA0020.jpg,IMG-20250311-WA0020.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250311-WA0021.jpg,IMG-20250311-WA0021.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250311-WA0022.jpg,IMG-20250311-WA0022.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250314-WA0005.jpg,IMG-20250314-WA0005.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250314-WA0006.jpg,IMG-20250314-WA0006.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250314-WA0007.jpg,IMG-20250314-WA0007.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250404-WA0006.jpg,IMG-20250404-WA0006.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250404-WA0007.jpg,IMG-20250404-WA0007.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250404-WA0008.jpg,IMG-20250404-WA0008.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250404-WA0009.jpg,IMG-20250404-WA0009.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250404-WA0010.jpg,IMG-20250404-WA0010.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250404-WA0011.jpg,IMG-20250404-WA0011.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250404-WA0016.jpg,IMG-20250404-WA0016.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250428-WA0010.jpg,IMG-20250428-WA0010.jpg
245,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/245/IMG-20250503-WA0009.jpg,IMG-20250503-WA0009.jpg
247,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/247/WhatsApp%20Image%202025-05-08%20at%2016.38.38.jpeg,WhatsApp Image 2025-05-08 at 16.38.38.jpeg
247,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/247/WhatsApp%20Image%202025-05-08%20at%2016.38.40%20%281%29.jpeg,WhatsApp Image 2025-05-08 at 16.38.40 (1).jpeg
247,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/247/WhatsApp%20Image%202025-05-08%20at%2016.38.40.jpeg,WhatsApp Image 2025-05-08 at 16.38.40.jpeg
247,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/247/WhatsApp%20Image%202025-05-08%20at%2016.38.41.jpeg,WhatsApp Image 2025-05-08 at 16.38.41.jpeg
247,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/247/WhatsApp%20Image%202025-05-08%20at%2016.38.42.jpeg,WhatsApp Image 2025-05-08 at 16.38.42.jpeg
247,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/247/WhatsApp%20Image%202025-05-08%20at%2016.38.43%20%281%29.jpeg,WhatsApp Image 2025-05-08 at 16.38.43 (1).jpeg
247,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/247/WhatsApp%20Image%202025-05-08%20at%2016.38.43%20%282%29.jpeg,WhatsApp Image 2025-05-08 at 16.38.43 (2).jpeg
247,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/247/WhatsApp%20Image%202025-05-08%20at%2016.38.43%20%283%29.jpeg,WhatsApp Image 2025-05-08 at 16.38.43 (3).jpeg
247,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/247/WhatsApp%20Image%202025-05-08%20at%2016.38.43.jpeg,WhatsApp Image 2025-05-08 at 16.38.43.jpeg
247,https://raw.githubusercontent.com/guadalupesalguero/imagenes-powerbi/refs/heads/main/imagenes_obras/247/WhatsApp%20Image%202025-05-08%20at%2016.38.44%20%281%29.jpeg,WhatsApp Image 2025-05-08 at 16.38.44 (1).jpeg
